Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
Jeep,Wrangler,2022,"65,000 km",Automatic,second,Petrol,Nov 10,Jeep Wrangler 2022 Petrol Well Maintained,"₹ 56,00,000",https://olx.in/item/cars-c84-used-jeep-wrangler-in-yamunanagar-haryana-iid-1789538707
Volvo,S60,2012,"122,000 km",Automatic,second,Diesel,Today,"Volvo S60 Kinetic D3, 2012, Diesel","₹ 8,85,000",https://olx.in/item/cars-c84-used-volvo-s60-in-aluva-kerala-iid-1788490060
Maruti Suzuki,Ignis,2018,"65,000 km",Automatic,second,hybrid,5 days ago,"Maruti Suzuki Ignis 1.2 Zeta AMT, 2018, CNG & Hybrids","₹ 4,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-netaji-subhash-place-delhi-iid-1782554931
Toyota,Innova Crysta,2019,"94,000 km",Manual,first,Diesel,Today,"Toyota Innova Crysta 2.4 GX MT 8S, 2019, Diesel","₹ 18,75,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-ulhasnagar-thane-iid-1783707433
Maruti Suzuki,Celerio,2016,"72,000 km",Manual,second,Petrol,Today,Maruti Suzuki Celerio 2016 Petrol Well Maintained,"₹ 3,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-nanganallur-chennai-iid-1790268135
Maruti Suzuki,Wagon R 1.0,2017,"66,000 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Wagon R 1.0 2013-2019 LXi CNG, 2017, CNG & Hybrids","₹ 3,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-10-in-paschim-vihar-delhi-iid-1774592580
Renault,Kiger,2023,"19,800 km",Automatic,first,hybrid,Nov 02,10months old car.,"₹ 8,50,000",https://olx.in/item/cars-c84-used-renault-kiger-in-patelguda-hyderabad-iid-1788856944
Hyundai,i20,2017,"80,000 km",Manual,second,Petrol,Today,"Hyundai i20 2010-2012 1.2 Sportz, 2017, Petrol","₹ 5,45,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-kacheripadi-village-kalady-ernakulam-district-iid-1789949217
Honda,Accord,2010,"93,000 km",Automatic,first,hybrid,4 days ago,"Honda Accord 2.4 Inspire Automatic, 2010, CNG & Hybrids","₹ 2,35,000",https://olx.in/item/cars-c84-used-honda-accord-in-mira-road-mumbai-iid-1777954010
Maruti Suzuki,Celerio,2022,"29,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Celerio 1.0 VXI AGS, 2022, Petrol","₹ 5,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-ernakulam-hpo-kochi-iid-1788477692
Maruti Suzuki,Ignis,2019,59000.0 km,Automatic,first,Petrol,Today,"Maruti Suzuki Ignis 1.3 AMT Alpha, 2019, Petrol","₹ 6,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-edapally-kochi-iid-1773583580
Maruti Suzuki,Alto-800,2020,"80,000 km",Manual,first,hybrid,Today,Maruti Suzuki Alto 800 2020,"₹ 2,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-kulia-kolkata-iid-1790260359
Hyundai,Grand i10,2017,"62,000 km",Manual,second,hybrid,Oct 09,"Hyundai Grand i10 Sportz 1.2 Kappa VTVT, 2017, CNG & Hybrids","₹ 4,25,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-vasai-west-mumbai-iid-1786430354
Maruti Suzuki,Alto-800,2015,"76,000 km",Automatic,second,Petrol,Today,Maruti Suzuki Alto 800 2015 Petrol 76000 Km Driven,"₹ 1,79,999",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-narayana-swamy-nagar-india-cement-factory-chilamakuru-iid-1790270976
Maruti Suzuki,Ignis,2018,"105,000 km",Automatic,second,hybrid,6 days ago,Maruti Suzuki Ignis 2018 CNG & Hybrids Good Condition,"₹ 3,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-halol-vadodara-rd-vadodara-iid-1789752293
Maruti Suzuki,Celerio,2018,"45,000 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Celerio 1.0 VXI AMT, 2018, Petrol","₹ 4,75,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-santhi-nagar-kodungallur-iid-1783097095
Maruti Suzuki,Baleno,2020,"49,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Baleno Delta, 2020, Petrol","₹ 5,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-kallupura-ghaziabad-iid-1785860895
Honda,Amaze,2016,"60,000 km",Manual,second,Diesel,Oct 25,"Honda Amaze 1.5 SMT I DTEC, 2016, Diesel","₹ 5,20,000",https://olx.in/item/cars-c84-used-honda-amaze-in-peelamedu-coimbatore-iid-1788063389
Tata,Tigor,2018,"53,550 km",Automatic,first,hybrid,Yesterday,"Tata Tigor XZA Plus, 2018, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-tata-tigor-in-dilshad-garden-delhi-iid-1785804448
Maruti Suzuki,Brezza,2019,"48,000 km",Manual,first,Diesel,Today,Maruti Suzuki Brezza 2019 Diesel Well Maintained,"₹ 8,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-chidiga-kakinada-iid-1790272360
Maruti Suzuki,Wagon-R,2020,"40,000 km",Automatic,first,Petrol,Aug 15,"Maruti Suzuki Wagon R 1.2 ZXI AMT, 2020, Petrol","₹ 6,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-valeplae-karkal-iid-1780505238
Toyota,Etios,2015,"200,000 km",Manual,second,Diesel,Today,Toyota Etios 2015,"₹ 4,40,000",https://olx.in/item/cars-c84-used-toyota-etios-in-saipet-kadapa-iid-1788186481
Datsun,RediGO,2018,"45,213 km",Manual,first,Petrol,Today,"Datsun RediGO 1.0 Limited Edition 2018, 2018, Petrol","₹ 2,25,001",https://olx.in/item/cars-c84-used-datsun-redigo-in-kalyan-thane-iid-1784793419
Hyundai,i20,2013,"50,000 km",Manual,first,hybrid,Today,"Hyundai i20 Magna Plus, 2013, CNG & Hybrids","₹ 1,85,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-sector-16-noida-iid-1787274113
Maruti Suzuki,Alto,2019,"81,000 km",Manual,second,Petrol,Today,Maruti Suzuki Alto 2019,"₹ 2,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-in-bashbari-jorhat-iid-1790265626
Hyundai,Elantra,2016,"100,000 km",Automatic,second,hybrid,Nov 10,"Hyundai Elantra 2.0 SX Option AT, 2016, CNG & Hybrids","₹ 7,75,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-kudasan-gandhinagar-iid-1785867279
Maruti Suzuki,Wagon-R,2012,"100,000 km",Automatic,second,hybrid,Yesterday,Maruti Suzuki Wagon R 2012 CNG & Hybrids 100000 Km Driven,"₹ 1,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-mama-ka-bazar-gwalior-iid-1790193270
Hyundai,Grand i10,2015,"68,000 km",Manual,second,hybrid,Yesterday,"Hyundai Grand i10 Sportz 1.2 Kappa VTVT, 2015, CNG & Hybrids","₹ 3,75,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-tilak-nagar-delhi-iid-1785248434
Mercedes-Benz,GL-Class,2015,"159,000 km",Automatic,second,Diesel,Today,"Mercedes-Benz GL-Class 3.0 350 CDI 4Matic, 2015, Diesel","₹ 29,75,000",https://olx.in/item/cars-c84-used-mercedes-benz-gl-class-in-kolathur-balaji-nagar-chennai-iid-1781531347
Mahindra,Marazzo,2020,"72,045 km",Manual,first,Diesel,Today,"Mahindra Marazzo M2, 2020, Diesel","₹ 7,80,000",https://olx.in/item/cars-c84-used-mahindra-marazzo-in-bharatpur-bhubaneshwar-iid-1786477665
Maruti Suzuki,Baleno,2016,"77,000 km",Automatic,second,hybrid,5 days ago,"Maruti Suzuki Baleno 1.2 Zeta AT, 2016, CNG & Hybrids","₹ 4,89,999",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-bavdhan-pune-iid-1789855270
Honda,Amaze,2017,"40,000 km",Manual,second,hybrid,Today,Honda Amaze 2017 CNG & Hybrids Mint Condition,"₹ 4,00,000",https://olx.in/item/cars-c84-used-honda-amaze-in-tilak-nagar-delhi-iid-1790259470
Toyota,Innova Crysta,2019,"28,000 km",Automatic,first,Petrol,Today,"Toyota Innova Crysta 2.7 GX Limited Edition 7 STR, 2019, Petrol","₹ 14,99,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-mayur-vihar-delhi-iid-1762429138
Toyota,Corolla Altis,2011,"82,000 km",Manual,second,hybrid,Yesterday,"Toyota Corolla Altis 2010-2013 1.8 G CNG, 2011, CNG & Hybrids","₹ 2,75,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-dahisar-east-mumbai-iid-1780945724
Ford,Aspire,2017,"61,101 km",Manual,second,hybrid,Yesterday,"Ford Aspire, 2017, CNG & Hybrids","₹ 3,75,000",https://olx.in/item/cars-c84-used-ford-aspire-in-karol-bagh-delhi-iid-1785236057
Audi,A6,2013,"70,334 km",Automatic,second,Diesel,Today,"Audi A6 2.0 TDI, 2013, Diesel","₹ 9,50,000",https://olx.in/item/cars-c84-used-audi-a6-in-wardhaman-nagar-nagpur-iid-1784405225
Hyundai,Elite i20,2017,"120,000 km",Manual,second,Diesel,Today,well maintained i20 for sale,"₹ 6,30,000",https://olx.in/item/cars-c84-used-hyundai-elite-i20-in-auto-nagar-vijayawada-iid-1789268121
Audi,A3,2016,"75,000 km",Automatic,second,Diesel,Today,"Audi A3 35 TDI S Line, 2016, Diesel","₹ 9,99,999",https://olx.in/item/cars-c84-used-audi-a3-in-karol-bagh-delhi-iid-1772668748
Hyundai,Alcazar,2022,"19,523 km",Automatic,first,Petrol,Today,"Hyundai Alcazar 2.0 Signature (O) Petrol AT 6 STR, 2022, Petrol","₹ 17,99,999",https://olx.in/item/cars-c84-used-hyundai-alcazar-in-whitefield-bengaluru-iid-1789901288
BMW,X1,2016,55100.0 km,Automatic,second,Diesel,Today,"BMW X1 sDrive20d Expedition, 2016, Diesel","₹ 18,95,000",https://olx.in/item/cars-c84-used-bmw-x1-in-chonadam-thalassery-iid-1769912190
Hyundai,Verna,2016,"51,200 km",Automatic,second,Petrol,Yesterday,"Hyundai Verna 2016-2017 1.6 VTVT AT SX, 2016, Petrol","₹ 5,39,000",https://olx.in/item/cars-c84-used-hyundai-verna-in-vasai-road-mumbai-iid-1788444659
Maruti Suzuki,Celerio,2015,"83,000 km",Automatic,second,Petrol,Today,"Maruti Suzuki Celerio 1.0 VXI AMT, 2015, Petrol","₹ 3,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-mulund-west-mumbai-iid-1786266251
Maruti Suzuki,Sx4,2009,"83,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki SX4 ZXI MT BSIV, 2009, CNG & Hybrids","₹ 1,69,000",https://olx.in/item/cars-c84-used-maruti-suzuki-sx4-in-malad-west-mumbai-iid-1790250862
Kia,Seltos,2019,"39,000 km",Manual,first,Petrol,Today,"Kia Seltos HTK G, 2019, Petrol","₹ 10,75,000",https://olx.in/item/cars-c84-used-kia-seltos-in-vailathur-cheriyamundam-iid-1786415014
Ford,Ecosport,2014,"71,877 km",Manual,second,Petrol,Today,"Ford Ecosport 2013-2015 1.5 Ti VCT MT Trend, 2014, Petrol","₹ 2,99,000",https://olx.in/item/cars-c84-used-ford-ecosport-in-new-town-action-area-iib-kolkata-iid-1789394879
Maruti Suzuki,Ignis,2018,"90,000 km",Automatic,first,Diesel,Today,"Maruti Suzuki Ignis 1.2 AMT Zeta, 2018, Diesel","₹ 6,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-bamboo-bazaar-mysuru-iid-1789342103
Honda,City,2015,"121,000 km",Manual,second,Diesel,Today,"Honda City 2015-2017 i DTec VX Option, 2015, Diesel","₹ 6,65,000",https://olx.in/item/cars-c84-used-honda-city-in-varkala-kallambalam-alamcode-thiruvananthapuram-district-iid-1789354401
Toyota,Fortuner,2014,"90,000 km",Automatic,second,Diesel,Yesterday,"Toyota Fortuner 3.0 4x2 Automatic, 2014, Diesel","₹ 13,51,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-radio-colony-indore-iid-1789793886
Maruti Suzuki,Eeco,2019,"94,000 km",Manual,second,Petrol,Today,Maruti Suzuki Eeco 2019 Petrol Well Maintained,"₹ 4,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-kengeri-bengaluru-iid-1790265293
Hyundai,Xcent,2014,"90,000 km",Manual,first,Petrol,Today,"Hyundai Xcent SX 1.2 (O), 2014, Petrol","₹ 4,30,000",https://olx.in/item/cars-c84-used-hyundai-xcent-in-jayanagar-bengaluru-iid-1781889895
Hyundai,Creta,2016,"88,883 km",Automatic,first,Petrol,Today,"Hyundai Creta 1.6 SX Plus Petrol AT, 2016, Petrol","₹ 8,15,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-tiruverkadu-chennai-iid-1789434979
Maruti Suzuki,Eeco,2019,"99,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Eeco 5 STR With AC Plus HTR CNG, 2019, CNG & Hybrids","₹ 4,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-naranpura-ahmedabad-iid-1782432527
Maruti Suzuki,Ritz,2015,"81,000 km",Manual,first,Diesel,Today,"Maruti Suzuki Ritz Zdi BS-IV, 2015, Diesel","₹ 3,96,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-lb-nagar-hyderabad-iid-1790270617
Hyundai,Creta,2019,79000.0 km,Manual,second,Diesel,Mar 24,"Hyundai Creta 1.4 S, 2019, Diesel","₹ 10,69,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-kanhangad-kerala-iid-1765533883
Mahindra,XUV500,2015,"92,000 km",Manual,second,Diesel,Today,"Mahindra XUV500 2.2 W10, 2015, Diesel","₹ 9,45,000",https://olx.in/item/cars-c84-used-mahindra-xuv500-in-jayanagar-bengaluru-iid-1790013762
Toyota,Fortuner,2024,"4,500 km",Automatic,first,Diesel,4 days ago,"Toyota Fortuner 4X2 AT 2.8 Diesel, 2024, Diesel","₹ 41,00,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-sector-22b-chandigarh-iid-1789943564
Maruti Suzuki,Swift,2019,"48,000 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Swift AMT VXI, 2019, Petrol","₹ 5,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-bachitra-nagar-patiala-iid-1787909112
Mahindra,Xylo,2011,"124,000 km",Manual,first,Diesel,Today,"Mahindra Xylo D2 BS III, 2011, Diesel","₹ 4,85,000",https://olx.in/item/cars-c84-used-mahindra-xylo-in-narasothipatti-salem-iid-1784743910
Honda,City,2015,"121,000 km",Manual,second,Diesel,Today,"Honda City 2015-2017 i DTec VX Option, 2015, Diesel","₹ 6,65,000",https://olx.in/item/cars-c84-used-honda-city-in-fort-kochi-kochi-iid-1789355475
Mahindra,Alturas G4,2019,"74,520 km",Automatic,first,Diesel,Today,"Mahindra Alturas G4 4X4 AT, 2019, Diesel","₹ 17,00,000",https://olx.in/item/cars-c84-used-mahindra-alturas-g4-in-tifra-industrial-area-bilaspur-iid-1786103223
Volkswagen,VentoTest,2016,"75,475 km",Automatic,first,Petrol,Today,"Volkswagen Vento 1.2 TSI Highline Plus AT, 2016, Petrol","₹ 7,75,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-edappally-kochi-iid-1785855670
Maruti Suzuki,Wagon-R-1-0,2016,"58,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R 1.0 LXi CNG, 2016, CNG & Hybrids","₹ 3,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-ulhasnagar-thane-iid-1781268736
Maruti Suzuki,Vitara-Brezza,2019,"35,000 km",Automatic,first,Diesel,Today,"Maruti Suzuki Vitara Brezza ZDi AMT, 2019, Diesel","₹ 9,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-vitara-brezza-in-kodambakkam-trustpuram-chennai-iid-1781530650
Toyota,Etios,2013,"82,000 km",Manual,second,Diesel,Today,"Toyota Etios GD SP*, 2013, Diesel","₹ 3,49,000",https://olx.in/item/cars-c84-used-toyota-etios-in-dahisar-east-mumbai-iid-1788447910
Maruti Suzuki,Alto-800,2009,"95,334 km",Manual,first,hybrid,Today,"Maruti Suzuki Alto 800 CNG LXI Optional, 2009, CNG & Hybrids","₹ 1,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-ashram-road-ahmedabad-iid-1790258582
Tata,Zest,2015,"90,000 km",Manual,second,hybrid,Yesterday,Tata Zest  2015 CNG & Hybrids,"₹ 2,00,000",https://olx.in/item/cars-c84-used-tata-zest-in-chhajarsi-noida-iid-1790223470
Chevrolet,Cruze,2013,95000.0 km,Manual,first,Diesel,Today,"Chevrolet Cruze 2014-2016 LT, 2013, Diesel","₹ 5,25,000",https://olx.in/item/cars-c84-used-chevrolet-cruze-in-annur-coimbatore-iid-1779939381
Audi,A4,2013,"31,000 km",Automatic,second,Diesel,Yesterday,"Audi A4 2.0 TDI (177bhp) Premium Plus, 2013, Diesel","₹ 15,50,000",https://olx.in/item/cars-c84-used-audi-a4-in-pykara-madurai-iid-1788826647
Maruti Suzuki,Swift-Dzire,2018,"44,197 km",Manual,second,hybrid,Today,Maruti Suzuki Swift Dzire 2018 CNG & Hybrids Well Maintained,"₹ 5,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-nikol-naroda-road-ahmedabad-iid-1787782078
Hyundai,Santro Xing,2013,"80,000 km",Manual,first,hybrid,Today,Hyundai Santro Xing 2013 CNG & Hybrids 80000 Km Driven,"₹ 1,95,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-indian-colony-sonipat-iid-1788959842
Toyota,Innova,2013,"150,000 km",Manual,second,Diesel,Today,"Toyota Innova 2.5 G (Diesel) 7 Seater, 2013, Diesel","₹ 6,75,000",https://olx.in/item/cars-c84-used-toyota-innova-in-tirurangadi-town-tirurangadi-iid-1788490379
Skoda,Octavia,2015,"106,000 km",Automatic,second,Petrol,Yesterday,"Skoda Octavia Ambition 1.8 TSI AT, 2015, Petrol","₹ 10,25,000",https://olx.in/item/cars-c84-used-skoda-octavia-in-nallampalayam-coimbatore-iid-1766829802
Hyundai,i20,2018,"40,000 km",Automatic,second,Petrol,Yesterday,"Hyundai i20 Petrol CVT Asta, 2018, Petrol","₹ 5,90,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-naranpura-ahmedabad-iid-1785575527
Maruti Suzuki,Omni,2015,"60,000 km",Manual,second,Petrol,Today,Maruti Suzuki Omni 2015 Petrol 60000 Km Driven,"₹ 1,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-bhaniyawala-doiwala-iid-1790269653
MG,Hector,2019,"57,000 km",Manual,first,Diesel,Sep 25,"MG Hector 2.0 Sharp Diesel, 2019, Diesel","₹ 14,51,000",https://olx.in/item/cars-c84-used-mg-hector-in-bagadganj-nagpur-iid-1784899585
Hyundai,Creta,2018,"66,000 km",Automatic,second,Diesel,Yesterday,Negotiable on tabel,"₹ 10,00,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-rohtak-haryana-iid-1779423022
Honda,Jazz,2018,"59,000 km",Automatic,second,Petrol,Yesterday,"Honda Jazz VX CVT, 2018, Petrol","₹ 6,20,000",https://olx.in/item/cars-c84-used-honda-jazz-in-chelamattom-perumbavoor-iid-1785799983
Toyota,Innova Crysta,2020,"45,000 km",Automatic,first,Diesel,Today,"Toyota Innova Crysta [2020-ongoing] 2.4 ZX AT 7 STR, 2020, Diesel","₹ 26,99,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-madurai-college-area-madurai-iid-1786600214
Maruti Suzuki,Swift,2022,"40,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Swift AMT VXI, 2022, Petrol","₹ 7,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-pykara-madurai-iid-1789807637
Maruti Suzuki,Celerio,2022,54600.0 km,Automatic,first,Petrol,Today,"Maruti Suzuki Celerio VXI, 2022, Petrol","₹ 6,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-erode-tamil-nadu-iid-1773064650
BMW,5 Series,2014,"70,000 km",Automatic,second,Diesel,Yesterday,"BMW 5 Series [2013-2017] 3.0 530D M Sport, 2014, Diesel","₹ 22,71,000",https://olx.in/item/cars-c84-used-bmw-5-series-in-juhu-mumbai-iid-1790045097
Maruti Suzuki,Omni,2010,"100,000 km",Automatic,first,hybrid,Nov 02,Maruti Suzuki Omni 2010,"₹ 1,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-harchanpur-garbi-kanora-lucknow-iid-1788867498
Hyundai,Santro Xing,2010,"85,200 km",Manual,second,hybrid,Yesterday,"Hyundai Santro Xing GLS, 2010, CNG & Hybrids","₹ 90,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-vikaspuri-delhi-iid-1788626816
Mercedes-Benz,M-Class,2013,"69,000 km",Automatic,first,Diesel,Today,"Mercedes-Benz M-Class ML 250 CDI, 2013, Diesel","₹ 17,49,999",https://olx.in/item/cars-c84-used-mercedes-benz-m-class-in-nibm-road-kondhwa-pune-iid-1772547369
Hyundai,Creta,2016,"40,000 km",Automatic,first,Petrol,Today,Hyundai Creta 2016 Petrol Well Maintained,"₹ 7,15,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-dehradun-uttaranchal-iid-1790264454
Hyundai,Eon,2018,"41,000 km",Manual,second,Petrol,Today,Hyundai EON 2018 model,"₹ 2,50,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-rusalli-bhopal-iid-1790267957
Honda,Amaze,2019,"120,000 km",Manual,second,Petrol,Today,"Honda Amaze S MT i-VTEC, 2019, Petrol","₹ 3,99,000",https://olx.in/item/cars-c84-used-honda-amaze-in-rohini-delhi-iid-1790268066
Mahindra,XUV500,2014,"180,000 km",Manual,second,Diesel,Today,"Mahindra XUV500 2011-2015 W8 2WD, 2014, Diesel","₹ 8,10,000",https://olx.in/item/cars-c84-used-mahindra-xuv500-in-karungalopalayam-erode-iid-1784738021
Toyota,Innova Crysta,2020,"120,602 km",Manual,first,Diesel,Today,"Toyota Innova Crysta 2.4 G MT 8S, 2020, Diesel","₹ 17,75,000",https://olx.in/item/cars-c84-used-toyota-innova-crysta-in-kukatpally-hyderabad-iid-1784178768
Honda,City,2021,"30,000 km",Manual,first,Petrol,Today,"Honda City 1.5 V 5TH GEN i-VTEC MT, 2021, Petrol","₹ 10,25,000",https://olx.in/item/cars-c84-used-honda-city-in-annur-coimbatore-iid-1790272298
Skoda,Superb,2017,"87,000 km",Automatic,second,Diesel,Today,"Skoda Superb Style 2.0 TDI AT, 2017, Diesel","₹ 12,50,000",https://olx.in/item/cars-c84-used-skoda-superb-in-iffco-chowk-gurgaon-iid-1785860577
Maruti Suzuki,Wagon-R,2013,"85,000 km",Manual,second,hybrid,Nov 04,Maruti Suzuki Wagon R 2013 CNG & Hybrids 85000 Km Driven,"₹ 2,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-koregaon-park-pune-iid-1788486531
Honda,Civic,2013,"78,000 km",Automatic,second,hybrid,5 days ago,"Honda Civic 1.8 V AT Sunroof, 2013, CNG & Hybrids","₹ 4,25,000",https://olx.in/item/cars-c84-used-honda-civic-in-netaji-subhash-place-delhi-iid-1783176333
Tata,Tigor,2019,"52,000 km",Automatic,first,hybrid,Oct 27,Tata Tigor XZA 2019 CNG & Petrol Lady Driven Car Excellent Condition,"₹ 6,85,000",https://olx.in/item/cars-c84-used-tata-tigor-in-uttarahalli-bengaluru-iid-1787959142
Honda,City,2018,"68,500 km",Manual,first,Petrol,Today,Honda City V CVT(i-vtec)2018 Petrol Well Maintained,"₹ 8,50,000",https://olx.in/item/cars-c84-used-honda-city-in-pedda-rushikonda-apiic-iid-1789793571
Mahindra,XUV500,2015,"65,200 km",Manual,second,Diesel,Today,"Mahindra XUV500 2.2 W10, 2015, Diesel","₹ 6,49,000",https://olx.in/item/cars-c84-used-mahindra-xuv500-in-ashok-vihar-delhi-iid-1787978336
Honda,City,2011,"120,000 km",Manual,first,Petrol,Today,"Honda City 2011-2013 V MT, 2011, Petrol","₹ 4,50,000",https://olx.in/item/cars-c84-used-honda-city-in-saravanampatti-coimbatore-iid-1782622347
Honda,Amaze,2019,"70,000 km",Automatic,second,Petrol,Yesterday,Honda Amaze 2019 Petrol Well Maintained,"₹ 5,40,000",https://olx.in/item/cars-c84-used-honda-amaze-in-mumbra-thane-iid-1790232695
Hyundai,Aura,2023,"76,652 km",Automatic,first,hybrid,Nov 07,Hyundai Aura 2023 CNG & Hybrids 76652 Km Driven,"₹ 7,10,000",https://olx.in/item/cars-c84-used-hyundai-aura-in-sahara-estate-colony-lucknow-iid-1789269268
Toyota,Innova,2009,177779.0 km,Manual,second,Diesel,Jul 19,"Toyota Innova, 2009, Diesel","₹ 4,70,000",https://olx.in/item/cars-c84-used-toyota-innova-in-edakkad-muzhappilangad-iid-1777548381
Toyota,Corolla Altis,2015,"65,000 km",Automatic,first,Petrol,Today,"Toyota Corolla Altis 2013-2017 G AT, 2015, Petrol","₹ 6,50,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-mg-road-gurgaon-iid-1790265380
Mercedes-Benz,SLK-Class,2013,"28,000 km",Automatic,second,Petrol,Yesterday,"Mercedes-Benz SLK-Class SLK 350, 2013, Petrol","₹ 38,00,000",https://olx.in/item/cars-c84-used-mercedes-benz-slk-class-in-naranpura-ahmedabad-iid-1785872212
Honda,City,2010,"117,000 km",Manual,first,hybrid,Today,"Honda City 2008-2011 1.5 V MT, 2010, CNG & Hybrids","₹ 2,25,000",https://olx.in/item/cars-c84-used-honda-city-in-vikhroli-west-mumbai-iid-1778333552
Maruti Suzuki,Wagon-R-1-0,2021,"76,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R 1.0 LXi CNG, 2021, CNG & Hybrids","₹ 4,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-new-rajdhani-enclave-delhi-iid-1785775723
Toyota,Camry,2014,"63,000 km",Automatic,second,hybrid,Oct 24,Toyota Camry 2014 Hybrid 63000 Km Driven,"₹ 9,00,000",https://olx.in/item/cars-c84-used-toyota-camry-in-vasant-kunj-delhi-iid-1787978945
Maruti Suzuki,Celerio,2017,"50,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Celerio, 2017, Petrol","₹ 4,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-kapodra-surat-iid-1790269681
Maruti Suzuki,Swift-Dzire-Tour,2016,"160,000 km",Manual,second,Diesel,Today,Maruti Suzuki Swift Dzire Tour 2016,"₹ 4,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-amalapuram-r-amalapuram-iid-1785585629
Honda,City,2008,"125,000 km",Manual,second,hybrid,Today,Honda City 2008,"₹ 1,25,000",https://olx.in/item/cars-c84-used-honda-city-in-maharajganj-uttar-pradesh-iid-1790258574
Hyundai,Creta,2019,"85,599 km",Manual,first,Petrol,Today,"Hyundai Creta 1.6 SX (O), 2019, Petrol","₹ 8,75,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-rohini-sector-10-delhi-iid-1786896549
