Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
568, Maximum Vacation Days,"['Array', 'Dynamic Programming', 'Matrix']",46.00%,TRUE,Hard,https://leetcode.com/problems/maximum-vacation-days/description,https://leetcode.com/problems/maximum-vacation-days/solutions
569, Median Employee Salary,['Database'],65.90%,TRUE,Hard,https://leetcode.com/problems/median-employee-salary/description,https://leetcode.com/problems/median-employee-salary/solutions
570, Managers with at Least 5 Direct Reports,['Database'],49.50%,FALSE,Medium,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/description,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/solutions
571, Find Median Given Frequency of Numbers,['Database'],42.30%,TRUE,Hard,https://leetcode.com/problems/find-median-given-frequency-of-numbers/description,https://leetcode.com/problems/find-median-given-frequency-of-numbers/solutions
572, Subtree of Another Tree,"['Tree', 'Depth-First Search', '3+']",48.90%,FALSE,Easy,https://leetcode.com/problems/subtree-of-another-tree/description,https://leetcode.com/problems/subtree-of-another-tree/solutions
573, Squirrel Simulation,"['Array', 'Math']",57.20%,TRUE,Medium,https://leetcode.com/problems/squirrel-simulation/description,https://leetcode.com/problems/squirrel-simulation/solutions
574, Winning Candidate,['Database'],61.20%,TRUE,Medium,https://leetcode.com/problems/winning-candidate/description,https://leetcode.com/problems/winning-candidate/solutions
575, Distribute Candies,"['Array', 'Hash Table']",68.60%,FALSE,Easy,https://leetcode.com/problems/distribute-candies/description,https://leetcode.com/problems/distribute-candies/solutions
576, Out of Boundary Paths,['Dynamic Programming'],48.10%,FALSE,Medium,https://leetcode.com/problems/out-of-boundary-paths/description,https://leetcode.com/problems/out-of-boundary-paths/solutions
577, Employee Bonus,['Database'],76.60%,FALSE,Easy,https://leetcode.com/problems/employee-bonus/description,https://leetcode.com/problems/employee-bonus/solutions
578, Get Highest Answer Rate Question,['Database'],40.20%,TRUE,Medium,https://leetcode.com/problems/get-highest-answer-rate-question/description,https://leetcode.com/problems/get-highest-answer-rate-question/solutions
579, Find Cumulative Salary of an Employee,['Database'],47.70%,TRUE,Hard,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/description,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/solutions
580, Count Student Number in Departments,['Database'],59.30%,TRUE,Medium,https://leetcode.com/problems/count-student-number-in-departments/description,https://leetcode.com/problems/count-student-number-in-departments/solutions
581, Shortest Unsorted Continuous Subarray,"['Array', 'Two Pointers', 'Stack', '3+']",37.10%,FALSE,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/description,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/solutions
582, Kill Process,"['Array', 'Hash Table', 'Tree', '2+']",69.80%,TRUE,Medium,https://leetcode.com/problems/kill-process/description,https://leetcode.com/problems/kill-process/solutions
583, Delete Operation for Two Strings,"['String', 'Dynamic Programming']",62.90%,FALSE,Medium,https://leetcode.com/problems/delete-operation-for-two-strings/description,https://leetcode.com/problems/delete-operation-for-two-strings/solutions
584, Find Customer Referee,['Database'],71.10%,FALSE,Easy,https://leetcode.com/problems/find-customer-referee/description,https://leetcode.com/problems/find-customer-referee/solutions
585, Investments in 2016,['Database'],49.20%,FALSE,Medium,https://leetcode.com/problems/investments-in-2016/description,https://leetcode.com/problems/investments-in-2016/solutions
586, Customer Placing the Largest Number of Orders,['Database'],64.60%,FALSE,Easy,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/description,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/solutions
587, Erect the Fence,"['Array', 'Math', 'Geometry']",52.00%,FALSE,Hard,https://leetcode.com/problems/erect-the-fence/description,https://leetcode.com/problems/erect-the-fence/solutions
588, Design In-Memory File System,"['Hash Table', 'String', 'Design', '2+']",48.10%,TRUE,Hard,https://leetcode.com/problems/design-in-memory-file-system/description,https://leetcode.com/problems/design-in-memory-file-system/solutions
589, N-ary Tree Preorder Traversal,"['Stack', 'Tree', 'Depth-First Search']",75.90%,FALSE,Easy,https://leetcode.com/problems/n-ary-tree-preorder-traversal/description,https://leetcode.com/problems/n-ary-tree-preorder-traversal/solutions
590, N-ary Tree Postorder Traversal,"['Stack', 'Tree', 'Depth-First Search']",80.40%,FALSE,Easy,https://leetcode.com/problems/n-ary-tree-postorder-traversal/description,https://leetcode.com/problems/n-ary-tree-postorder-traversal/solutions
591, Tag Validator,"['String', 'Stack']",39.10%,FALSE,Hard,https://leetcode.com/problems/tag-validator/description,https://leetcode.com/problems/tag-validator/solutions
592, Fraction Addition and Subtraction,"['Math', 'String', 'Simulation']",66.10%,FALSE,Medium,https://leetcode.com/problems/fraction-addition-and-subtraction/description,https://leetcode.com/problems/fraction-addition-and-subtraction/solutions
593, Valid Square,"['Math', 'Geometry']",44.20%,FALSE,Medium,https://leetcode.com/problems/valid-square/description,https://leetcode.com/problems/valid-square/solutions
594, Longest Harmonious Subsequence,"['Array', 'Hash Table', 'Sliding Window', '2+']",55.70%,FALSE,Easy,https://leetcode.com/problems/longest-harmonious-subsequence/description,https://leetcode.com/problems/longest-harmonious-subsequence/solutions
595, Big Countries,['Database'],68.20%,FALSE,Easy,https://leetcode.com/problems/big-countries/description,https://leetcode.com/problems/big-countries/solutions
596, Classes More Than 5 Students,['Database'],58.00%,FALSE,Easy,https://leetcode.com/problems/classes-more-than-5-students/description,https://leetcode.com/problems/classes-more-than-5-students/solutions
597, Friend Requests I: Overall Acceptance Rate,['Database'],41.70%,TRUE,Easy,https://leetcode.com/problems/friend-requests-i:-overall-acceptance-rate/description,https://leetcode.com/problems/friend-requests-i:-overall-acceptance-rate/solutions
598, Range Addition II,"['Array', 'Math']",56.60%,FALSE,Easy,https://leetcode.com/problems/range-addition-ii/description,https://leetcode.com/problems/range-addition-ii/solutions
599, Minimum Index Sum of Two Lists,"['Array', 'Hash Table', 'String']",56.60%,FALSE,Easy,https://leetcode.com/problems/minimum-index-sum-of-two-lists/description,https://leetcode.com/problems/minimum-index-sum-of-two-lists/solutions
600, Non-negative Integers without Consecutive Ones,['Dynamic Programming'],40.20%,FALSE,Hard,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/description,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/solutions
601, Human Traffic of Stadium,['Database'],49.00%,FALSE,Hard,https://leetcode.com/problems/human-traffic-of-stadium/description,https://leetcode.com/problems/human-traffic-of-stadium/solutions
602, Friend Requests II: Who Has the Most Friends,['Database'],58.90%,FALSE,Medium,https://leetcode.com/problems/friend-requests-ii:-who-has-the-most-friends/description,https://leetcode.com/problems/friend-requests-ii:-who-has-the-most-friends/solutions
603, Consecutive Available Seats,['Database'],65.80%,TRUE,Easy,https://leetcode.com/problems/consecutive-available-seats/description,https://leetcode.com/problems/consecutive-available-seats/solutions
604, Design Compressed String Iterator,"['Array', 'String', 'Design', '1+']",40.00%,TRUE,Easy,https://leetcode.com/problems/design-compressed-string-iterator/description,https://leetcode.com/problems/design-compressed-string-iterator/solutions
605, Can Place Flowers,"['Array', 'Greedy']",28.80%,FALSE,Easy,https://leetcode.com/problems/can-place-flowers/description,https://leetcode.com/problems/can-place-flowers/solutions
606, Construct String from Binary Tree,"['String', 'Tree', 'Depth-First Search', '1+']",69.60%,FALSE,Medium,https://leetcode.com/problems/construct-string-from-binary-tree/description,https://leetcode.com/problems/construct-string-from-binary-tree/solutions
607, Sales Person,['Database'],65.80%,FALSE,Easy,https://leetcode.com/problems/sales-person/description,https://leetcode.com/problems/sales-person/solutions
608, Tree Node,['Database'],73.00%,FALSE,Medium,https://leetcode.com/problems/tree-node/description,https://leetcode.com/problems/tree-node/solutions
609, Find Duplicate File in System,"['Array', 'Hash Table', 'String']",67.70%,FALSE,Medium,https://leetcode.com/problems/find-duplicate-file-in-system/description,https://leetcode.com/problems/find-duplicate-file-in-system/solutions
610, Triangle Judgement,['Database'],72.70%,FALSE,Easy,https://leetcode.com/problems/triangle-judgement/description,https://leetcode.com/problems/triangle-judgement/solutions
611, Valid Triangle Number,"['Array', 'Two Pointers', 'Binary Search', '2+']",51.60%,FALSE,Medium,https://leetcode.com/problems/valid-triangle-number/description,https://leetcode.com/problems/valid-triangle-number/solutions
612, Shortest Distance in a Plane,['Database'],61.30%,TRUE,Medium,https://leetcode.com/problems/shortest-distance-in-a-plane/description,https://leetcode.com/problems/shortest-distance-in-a-plane/solutions
613, Shortest Distance in a Line,['Database'],80.10%,TRUE,Easy,https://leetcode.com/problems/shortest-distance-in-a-line/description,https://leetcode.com/problems/shortest-distance-in-a-line/solutions
614, Second Degree Follower,['Database'],39.20%,TRUE,Medium,https://leetcode.com/problems/second-degree-follower/description,https://leetcode.com/problems/second-degree-follower/solutions
615, Average Salary: Departments VS Company,['Database'],56.30%,TRUE,Hard,https://leetcode.com/problems/average-salary:-departments-vs-company/description,https://leetcode.com/problems/average-salary:-departments-vs-company/solutions
616, Add Bold Tag in String,"['Array', 'Hash Table', 'String', '2+']",50.10%,TRUE,Medium,https://leetcode.com/problems/add-bold-tag-in-string/description,https://leetcode.com/problems/add-bold-tag-in-string/solutions
617, Merge Two Binary Trees,"['Tree', 'Depth-First Search', '2+']",79.20%,FALSE,Easy,https://leetcode.com/problems/merge-two-binary-trees/description,https://leetcode.com/problems/merge-two-binary-trees/solutions
618, Students Report By Geography,['Database'],63.50%,TRUE,Hard,https://leetcode.com/problems/students-report-by-geography/description,https://leetcode.com/problems/students-report-by-geography/solutions
619, Biggest Single Number,['Database'],66.90%,FALSE,Easy,https://leetcode.com/problems/biggest-single-number/description,https://leetcode.com/problems/biggest-single-number/solutions
620, Not Boring Movies,['Database'],74.50%,FALSE,Easy,https://leetcode.com/problems/not-boring-movies/description,https://leetcode.com/problems/not-boring-movies/solutions
621, Task Scheduler,"['Array', 'Hash Table', 'Greedy', '3+']",60.50%,FALSE,Medium,https://leetcode.com/problems/task-scheduler/description,https://leetcode.com/problems/task-scheduler/solutions
622, Design Circular Queue,"['Array', 'Linked List', 'Design', '1+']",52.00%,FALSE,Medium,https://leetcode.com/problems/design-circular-queue/description,https://leetcode.com/problems/design-circular-queue/solutions
623, Add One Row to Tree,"['Tree', 'Depth-First Search', '2+']",64.10%,FALSE,Medium,https://leetcode.com/problems/add-one-row-to-tree/description,https://leetcode.com/problems/add-one-row-to-tree/solutions
624, Maximum Distance in Arrays,"['Array', 'Greedy']",45.80%,FALSE,Medium,https://leetcode.com/problems/maximum-distance-in-arrays/description,https://leetcode.com/problems/maximum-distance-in-arrays/solutions
625, Minimum Factorization,"['Math', 'Greedy']",33.70%,TRUE,Medium,https://leetcode.com/problems/minimum-factorization/description,https://leetcode.com/problems/minimum-factorization/solutions
626, Exchange Seats,['Database'],71.40%,FALSE,Medium,https://leetcode.com/problems/exchange-seats/description,https://leetcode.com/problems/exchange-seats/solutions
627, Swap Salary,['Database'],83.60%,FALSE,Easy,https://leetcode.com/problems/swap-salary/description,https://leetcode.com/problems/swap-salary/solutions
628, Maximum Product of Three Numbers,"['Array', 'Math', 'Sorting']",45.20%,FALSE,Easy,https://leetcode.com/problems/maximum-product-of-three-numbers/description,https://leetcode.com/problems/maximum-product-of-three-numbers/solutions
629, K Inverse Pairs Array,['Dynamic Programming'],49.30%,FALSE,Hard,https://leetcode.com/problems/k-inverse-pairs-array/description,https://leetcode.com/problems/k-inverse-pairs-array/solutions
630, Course Schedule III,"['Array', 'Greedy', 'Sorting', '1+']",40.30%,FALSE,Hard,https://leetcode.com/problems/course-schedule-iii/description,https://leetcode.com/problems/course-schedule-iii/solutions
631, Design Excel Sum Formula,"['Array', 'Graph', 'Design', '2+']",43.90%,TRUE,Hard,https://leetcode.com/problems/design-excel-sum-formula/description,https://leetcode.com/problems/design-excel-sum-formula/solutions
632, Smallest Range Covering Elements from K Lists,"['Array', 'Hash Table', 'Greedy', '3+']",69.70%,FALSE,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/description,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/solutions
633, Sum of Square Numbers,"['Math', 'Two Pointers', 'Binary Search']",36.50%,FALSE,Medium,https://leetcode.com/problems/sum-of-square-numbers/description,https://leetcode.com/problems/sum-of-square-numbers/solutions
634, Find the Derangement of An Array,"['Math', 'Dynamic Programming']",41.90%,TRUE,Medium,https://leetcode.com/problems/find-the-derangement-of-an-array/description,https://leetcode.com/problems/find-the-derangement-of-an-array/solutions
635, Design Log Storage System,"['Hash Table', 'String', 'Design', '1+']",59.50%,TRUE,Medium,https://leetcode.com/problems/design-log-storage-system/description,https://leetcode.com/problems/design-log-storage-system/solutions
636, Exclusive Time of Functions,"['Array', 'Stack']",63.00%,FALSE,Medium,https://leetcode.com/problems/exclusive-time-of-functions/description,https://leetcode.com/problems/exclusive-time-of-functions/solutions
637, Average of Levels in Binary Tree,"['Tree', 'Depth-First Search', '2+']",73.40%,FALSE,Easy,https://leetcode.com/problems/average-of-levels-in-binary-tree/description,https://leetcode.com/problems/average-of-levels-in-binary-tree/solutions
638, Shopping Offers,"['Array', 'Dynamic Programming', '4+']",51.80%,FALSE,Medium,https://leetcode.com/problems/shopping-offers/description,https://leetcode.com/problems/shopping-offers/solutions
639, Decode Ways II,"['String', 'Dynamic Programming']",30.90%,FALSE,Hard,https://leetcode.com/problems/decode-ways-ii/description,https://leetcode.com/problems/decode-ways-ii/solutions
640, Solve the Equation,"['Math', 'String', 'Simulation']",44.30%,FALSE,Medium,https://leetcode.com/problems/solve-the-equation/description,https://leetcode.com/problems/solve-the-equation/solutions
641, Design Circular Deque,"['Array', 'Linked List', 'Design', '1+']",64.60%,FALSE,Medium,https://leetcode.com/problems/design-circular-deque/description,https://leetcode.com/problems/design-circular-deque/solutions
642, Design Search Autocomplete System,"['String', 'Depth-First Search', 'Design', '4+']",49.10%,TRUE,Hard,https://leetcode.com/problems/design-search-autocomplete-system/description,https://leetcode.com/problems/design-search-autocomplete-system/solutions
643, Maximum Average Subarray I,"['Array', 'Sliding Window']",44.00%,FALSE,Easy,https://leetcode.com/problems/maximum-average-subarray-i/description,https://leetcode.com/problems/maximum-average-subarray-i/solutions
644, Maximum Average Subarray II,"['Array', 'Binary Search', 'Prefix Sum']",37.00%,TRUE,Hard,https://leetcode.com/problems/maximum-average-subarray-ii/description,https://leetcode.com/problems/maximum-average-subarray-ii/solutions
645, Set Mismatch,"['Array', 'Hash Table', '2+']",44.60%,FALSE,Easy,https://leetcode.com/problems/set-mismatch/description,https://leetcode.com/problems/set-mismatch/solutions
646, Maximum Length of Pair Chain,"['Array', 'Dynamic Programming', '2+']",60.30%,FALSE,Medium,https://leetcode.com/problems/maximum-length-of-pair-chain/description,https://leetcode.com/problems/maximum-length-of-pair-chain/solutions
647, Palindromic Substrings,"['Two Pointers', 'String', '1+']",70.80%,FALSE,Medium,https://leetcode.com/problems/palindromic-substrings/description,https://leetcode.com/problems/palindromic-substrings/solutions
648, Replace Words,"['Array', 'Hash Table', 'String', '1+']",68.10%,FALSE,Medium,https://leetcode.com/problems/replace-words/description,https://leetcode.com/problems/replace-words/solutions
649, Dota2 Senate,"['String', 'Greedy', 'Queue']",48.10%,FALSE,Medium,https://leetcode.com/problems/dota2-senate/description,https://leetcode.com/problems/dota2-senate/solutions
650, 2 Keys Keyboard,"['Math', 'Dynamic Programming']",59.60%,FALSE,Medium,https://leetcode.com/problems/2-keys-keyboard/description,https://leetcode.com/problems/2-keys-keyboard/solutions
651, 4 Keys Keyboard,"['Math', 'Dynamic Programming']",55.80%,TRUE,Medium,https://leetcode.com/problems/4-keys-keyboard/description,https://leetcode.com/problems/4-keys-keyboard/solutions
652, Find Duplicate Subtrees,"['Hash Table', 'Tree', '2+']",59.70%,FALSE,Medium,https://leetcode.com/problems/find-duplicate-subtrees/description,https://leetcode.com/problems/find-duplicate-subtrees/solutions
653, Two Sum IV - Input is a BST,"['Hash Table', 'Two Pointers', 'Tree', '4+']",61.60%,FALSE,Easy,https://leetcode.com/problems/two-sum-iv---input-is-a-bst/description,https://leetcode.com/problems/two-sum-iv---input-is-a-bst/solutions
654, Maximum Binary Tree,"['Array', 'Divide and Conquer', 'Stack', '3+']",85.70%,FALSE,Medium,https://leetcode.com/problems/maximum-binary-tree/description,https://leetcode.com/problems/maximum-binary-tree/solutions
655, Print Binary Tree,"['Tree', 'Depth-First Search', '2+']",64.80%,FALSE,Medium,https://leetcode.com/problems/print-binary-tree/description,https://leetcode.com/problems/print-binary-tree/solutions
656, Coin Path,"['Array', 'Dynamic Programming']",32.20%,TRUE,Hard,https://leetcode.com/problems/coin-path/description,https://leetcode.com/problems/coin-path/solutions
657, Robot Return to Origin,"['String', 'Simulation']",75.90%,FALSE,Easy,https://leetcode.com/problems/robot-return-to-origin/description,https://leetcode.com/problems/robot-return-to-origin/solutions
658, Find K Closest Elements,"['Array', 'Two Pointers', 'Binary Search', '3+']",48.00%,FALSE,Medium,https://leetcode.com/problems/find-k-closest-elements/description,https://leetcode.com/problems/find-k-closest-elements/solutions
659, Split Array into Consecutive Subsequences,"['Array', 'Hash Table', 'Greedy', '1+']",51.20%,FALSE,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences/description,https://leetcode.com/problems/split-array-into-consecutive-subsequences/solutions
660, Remove 9,['Math'],57.30%,TRUE,Hard,https://leetcode.com/problems/remove-9/description,https://leetcode.com/problems/remove-9/solutions
661, Image Smoother,"['Array', 'Matrix']",67.70%,FALSE,Easy,https://leetcode.com/problems/image-smoother/description,https://leetcode.com/problems/image-smoother/solutions
662, Maximum Width of Binary Tree,"['Tree', 'Depth-First Search', '2+']",43.30%,FALSE,Medium,https://leetcode.com/problems/maximum-width-of-binary-tree/description,https://leetcode.com/problems/maximum-width-of-binary-tree/solutions
663, Equal Tree Partition,"['Tree', 'Depth-First Search', 'Binary Tree']",41.60%,TRUE,Medium,https://leetcode.com/problems/equal-tree-partition/description,https://leetcode.com/problems/equal-tree-partition/solutions
664, Strange Printer,"['String', 'Dynamic Programming']",61.10%,FALSE,Hard,https://leetcode.com/problems/strange-printer/description,https://leetcode.com/problems/strange-printer/solutions
665, Non-decreasing Array,['Array'],24.90%,FALSE,Medium,https://leetcode.com/problems/non-decreasing-array/description,https://leetcode.com/problems/non-decreasing-array/solutions
666, Path Sum IV,"['Array', 'Hash Table', 'Tree', '2+']",62.50%,TRUE,Medium,https://leetcode.com/problems/path-sum-iv/description,https://leetcode.com/problems/path-sum-iv/solutions
667, Beautiful Arrangement II,"['Array', 'Math']",60.30%,FALSE,Medium,https://leetcode.com/problems/beautiful-arrangement-ii/description,https://leetcode.com/problems/beautiful-arrangement-ii/solutions
668, Kth Smallest Number in Multiplication Table,"['Math', 'Binary Search']",52.20%,FALSE,Hard,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/description,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/solutions
669, Trim a Binary Search Tree,"['Tree', 'Depth-First Search', '2+']",66.30%,FALSE,Medium,https://leetcode.com/problems/trim-a-binary-search-tree/description,https://leetcode.com/problems/trim-a-binary-search-tree/solutions
670, Maximum Swap,"['Math', 'Greedy']",51.50%,FALSE,Medium,https://leetcode.com/problems/maximum-swap/description,https://leetcode.com/problems/maximum-swap/solutions
671, Second Minimum Node In a Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",44.90%,FALSE,Easy,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/description,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/solutions
672, Bulb Switcher II,"['Math', 'Bit Manipulation', '2+']",50.10%,FALSE,Medium,https://leetcode.com/problems/bulb-switcher-ii/description,https://leetcode.com/problems/bulb-switcher-ii/solutions
673, Number of Longest Increasing Subsequence,"['Array', 'Dynamic Programming', '2+']",49.00%,FALSE,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence/description,https://leetcode.com/problems/number-of-longest-increasing-subsequence/solutions
674, Longest Continuous Increasing Subsequence,['Array'],50.60%,FALSE,Easy,https://leetcode.com/problems/longest-continuous-increasing-subsequence/description,https://leetcode.com/problems/longest-continuous-increasing-subsequence/solutions
675, Cut Off Trees for Golf Event,"['Array', 'Breadth-First Search', '2+']",34.70%,FALSE,Hard,https://leetcode.com/problems/cut-off-trees-for-golf-event/description,https://leetcode.com/problems/cut-off-trees-for-golf-event/solutions
676, Implement Magic Dictionary,"['Hash Table', 'String', '3+']",57.80%,FALSE,Medium,https://leetcode.com/problems/implement-magic-dictionary/description,https://leetcode.com/problems/implement-magic-dictionary/solutions
677, Map Sum Pairs,"['Hash Table', 'String', 'Design', '1+']",56.90%,FALSE,Medium,https://leetcode.com/problems/map-sum-pairs/description,https://leetcode.com/problems/map-sum-pairs/solutions
678, Valid Parenthesis String,"['String', 'Dynamic Programming', '2+']",38.30%,FALSE,Medium,https://leetcode.com/problems/valid-parenthesis-string/description,https://leetcode.com/problems/valid-parenthesis-string/solutions
679, 24 Game,"['Array', 'Math', 'Backtracking']",49.60%,FALSE,Hard,https://leetcode.com/problems/24-game/description,https://leetcode.com/problems/24-game/solutions
680, Valid Palindrome II,"['Two Pointers', 'String', 'Greedy']",41.60%,FALSE,Easy,https://leetcode.com/problems/valid-palindrome-ii/description,https://leetcode.com/problems/valid-palindrome-ii/solutions
681, Next Closest Time,"['Hash Table', 'String', 'Backtracking', '1+']",46.80%,TRUE,Medium,https://leetcode.com/problems/next-closest-time/description,https://leetcode.com/problems/next-closest-time/solutions
682, Baseball Game,"['Array', 'Stack', 'Simulation']",77.50%,FALSE,Easy,https://leetcode.com/problems/baseball-game/description,https://leetcode.com/problems/baseball-game/solutions
683, K Empty Slots,"['Array', 'Binary Indexed Tree', '6+']",37.20%,TRUE,Hard,https://leetcode.com/problems/k-empty-slots/description,https://leetcode.com/problems/k-empty-slots/solutions
684, Redundant Connection,"['Depth-First Search', '3+']",63.60%,FALSE,Medium,https://leetcode.com/problems/redundant-connection/description,https://leetcode.com/problems/redundant-connection/solutions
685, Redundant Connection II,"['Depth-First Search', '3+']",34.70%,FALSE,Hard,https://leetcode.com/problems/redundant-connection-ii/description,https://leetcode.com/problems/redundant-connection-ii/solutions
686, Repeated String Match,"['String', 'String Matching']",35.80%,FALSE,Medium,https://leetcode.com/problems/repeated-string-match/description,https://leetcode.com/problems/repeated-string-match/solutions
687, Longest Univalue Path,"['Tree', 'Depth-First Search', 'Binary Tree']",42.00%,FALSE,Medium,https://leetcode.com/problems/longest-univalue-path/description,https://leetcode.com/problems/longest-univalue-path/solutions
688, Knight Probability in Chessboard,['Dynamic Programming'],56.40%,FALSE,Medium,https://leetcode.com/problems/knight-probability-in-chessboard/description,https://leetcode.com/problems/knight-probability-in-chessboard/solutions
689, Maximum Sum of 3 Non-Overlapping Subarrays,"['Array', 'Dynamic Programming']",50.40%,FALSE,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/solutions
690, Employee Importance,"['Array', 'Hash Table', 'Tree', '2+']",67.60%,FALSE,Medium,https://leetcode.com/problems/employee-importance/description,https://leetcode.com/problems/employee-importance/solutions
691, Stickers to Spell Word,"['Array', 'String', '4+']",49.50%,FALSE,Hard,https://leetcode.com/problems/stickers-to-spell-word/description,https://leetcode.com/problems/stickers-to-spell-word/solutions
692, Top K Frequent Words,"['Hash Table', 'String', 'Trie', '4+']",58.60%,FALSE,Medium,https://leetcode.com/problems/top-k-frequent-words/description,https://leetcode.com/problems/top-k-frequent-words/solutions
693, Binary Number with Alternating Bits,['Bit Manipulation'],63.00%,FALSE,Easy,https://leetcode.com/problems/binary-number-with-alternating-bits/description,https://leetcode.com/problems/binary-number-with-alternating-bits/solutions
694, Number of Distinct Islands,"['Hash Table', 'Depth-First Search', '3+']",61.70%,TRUE,Medium,https://leetcode.com/problems/number-of-distinct-islands/description,https://leetcode.com/problems/number-of-distinct-islands/solutions
695, Max Area of Island,"['Array', 'Depth-First Search', '3+']",72.60%,FALSE,Medium,https://leetcode.com/problems/max-area-of-island/description,https://leetcode.com/problems/max-area-of-island/solutions
696, Count Binary Substrings,"['Two Pointers', 'String']",65.70%,FALSE,Easy,https://leetcode.com/problems/count-binary-substrings/description,https://leetcode.com/problems/count-binary-substrings/solutions
697, Degree of an Array,"['Array', 'Hash Table']",56.90%,FALSE,Easy,https://leetcode.com/problems/degree-of-an-array/description,https://leetcode.com/problems/degree-of-an-array/solutions
698, Partition to K Equal Sum Subsets,"['Array', 'Dynamic Programming', '4+']",38.10%,FALSE,Medium,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/description,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/solutions
699, Falling Squares,"['Array', 'Segment Tree', 'Ordered Set']",45.70%,FALSE,Hard,https://leetcode.com/problems/falling-squares/description,https://leetcode.com/problems/falling-squares/solutions
700, Search in a Binary Search Tree,"['Tree', 'Binary Search Tree', 'Binary Tree']",80.80%,FALSE,Easy,https://leetcode.com/problems/search-in-a-binary-search-tree/description,https://leetcode.com/problems/search-in-a-binary-search-tree/solutions
701, Insert into a Binary Search Tree,"['Tree', 'Binary Search Tree', 'Binary Tree']",73.60%,FALSE,Medium,https://leetcode.com/problems/insert-into-a-binary-search-tree/description,https://leetcode.com/problems/insert-into-a-binary-search-tree/solutions
702, Search in a Sorted Array of Unknown Size,"['Array', 'Binary Search', 'Interactive']",72.40%,TRUE,Medium,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/description,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/solutions
703, Kth Largest Element in a Stream,"['Tree', 'Design', 'Binary Search Tree', '3+']",59.40%,FALSE,Easy,https://leetcode.com/problems/kth-largest-element-in-a-stream/description,https://leetcode.com/problems/kth-largest-element-in-a-stream/solutions
704, Binary Search,"['Array', 'Binary Search']",58.60%,FALSE,Easy,https://leetcode.com/problems/binary-search/description,https://leetcode.com/problems/binary-search/solutions
705, Design HashSet,"['Array', 'Hash Table', 'Linked List', '2+']",67.20%,FALSE,Easy,https://leetcode.com/problems/design-hashset/description,https://leetcode.com/problems/design-hashset/solutions
706, Design HashMap,"['Array', 'Hash Table', 'Linked List', '2+']",65.60%,FALSE,Easy,https://leetcode.com/problems/design-hashmap/description,https://leetcode.com/problems/design-hashmap/solutions
707, Design Linked List,"['Linked List', 'Design']",28.60%,FALSE,Medium,https://leetcode.com/problems/design-linked-list/description,https://leetcode.com/problems/design-linked-list/solutions
708, Insert into a Sorted Circular Linked List,['Linked List'],36.90%,TRUE,Medium,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/solutions
709, To Lower Case,['String'],83.80%,FALSE,Easy,https://leetcode.com/problems/to-lower-case/description,https://leetcode.com/problems/to-lower-case/solutions
710, Random Pick with Blacklist,"['Array', 'Hash Table', 'Math', '3+']",33.60%,FALSE,Hard,https://leetcode.com/problems/random-pick-with-blacklist/description,https://leetcode.com/problems/random-pick-with-blacklist/solutions
711, Number of Distinct Islands II,"['Hash Table', 'Depth-First Search', '3+']",54.20%,TRUE,Hard,https://leetcode.com/problems/number-of-distinct-islands-ii/description,https://leetcode.com/problems/number-of-distinct-islands-ii/solutions
712, Minimum ASCII Delete Sum for Two Strings,"['String', 'Dynamic Programming']",65.30%,FALSE,Medium,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/description,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/solutions
713, Subarray Product Less Than K,"['Array', 'Binary Search', '2+']",52.00%,FALSE,Medium,https://leetcode.com/problems/subarray-product-less-than-k/description,https://leetcode.com/problems/subarray-product-less-than-k/solutions
