id,title,adult,overview,popularity,release_date,original_language,vote_average,vote_count
877703,Teen Wolf: The Movie,False,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",49.114,2023-01-18,en,7.526,810
382614,The Book of Henry,False,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",15.761,2017-06-16,en,7.526,1277
11782,Hard Boiled,False,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,19.881,1992-04-16,cn,7.526,775
11686,Love and Death,False,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",13.608,1975-06-10,en,7.526,872
1949,Zodiac,False,"The zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",40.128,2007-03-02,en,7.5,10331
592,The Conversation,False,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",11.012,1974-04-07,en,7.5,1685
571,The Birds,False,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,27.375,1963-03-28,en,7.525,3985
451657,Custody,False,"In the midst of a divorce, Miriam Besson decides to ask for exclusive custody of her son, in order to protect him from a father that she is accusing of violence. The judge-in-charge of the file grants a shared custody to the father whom it considers abused. Taken as a hostage between his parents, Julien Besson will do everything to prevent the worst from happening.",8.555,2018-02-07,fr,7.525,629
982,The Manchurian Candidate,False,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",29.08,1962-10-24,en,7.525,687
430,"One, Two, Three",False,"C.R. MacNamara is a managing director for Coca Cola in West Berlin during the Cold War, just before the Wall is put up. When Scarlett, the rebellious daughter of his boss, comes to West Berlin, MacNamara has to look after her, but this turns out to be a difficult task when she reveals to be married to a communist.",12.435,1961-12-15,en,7.5,358
83389,From Up on Poppy Hill,False,"Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart.",21.85,2011-07-16,ja,7.5,1722
4553,The Machinist,False,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",15.498,2004-07-02,en,7.524,5469
491418,Instant Family,False,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",26.894,2018-11-13,en,7.523,2912
16391,Black Narcissus,False,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",17.794,1947-05-26,en,7.5,466
856,Who Framed Roger Rabbit,False,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",32.027,1988-06-21,en,7.5,5591
966,The Magnificent Seven,False,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,35.903,1960-10-12,en,7.521,1739
456929,Champions,False,"A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.",9.071,2018-04-06,es,7.52,724
25468,My Dinner with Andre,False,Wallace Shawn and Andre Gregory share life stories and anecdotes over the course of an evening meal at a restaurant.,16.144,1981-10-11,en,7.5,369
11040,Little Big Man,False,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",10.943,1970-12-23,en,7.52,613
1567,I Stand Alone,False,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",19.425,1998-05-16,fr,7.519,500
601,E.T. the Extra-Terrestrial,False,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",36.694,1982-06-11,en,7.519,11048
63311,The Skin I Live In,False,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,26.865,2011-08-17,es,7.518,4126
10110,Empire of the Sun,False,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",18.535,1987-12-09,en,7.518,1879
3116,Midnight Cowboy,False,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",12.295,1969-05-25,en,7.5,1364
9340,The Goonies,False,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",39.33,1985-06-07,en,7.5,5616
1786,Au Revoir les Enfants,False,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",18.275,1987-10-07,fr,7.517,637
375262,The Favourite,False,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",17.781,2018-11-23,en,7.516,5412
18925,Facing the Giants,False,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,27.707,2006-09-29,en,7.5,428
6620,Sabrina,False,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",31.531,1954-09-10,en,7.516,1213
127501,Barfi!,False,"Set in the 1970s, the film focuses on Barfi, a deaf-mute young man from Darjeeling, and his relationships with two lovely girls, the rich Shruti  and the autistic Jhilmil .",9.798,2012-09-13,hi,7.515,310
71883,Redline,False,"The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings.",12.567,2010-05-27,ja,7.515,444
21734,Shadow of a Doubt,False,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.",14.27,1943-01-15,en,7.515,1005
11178,My Sassy Girl,False,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",21.436,2001-07-27,ko,7.514,549
436969,The Suicide Squad,False,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",89.77,2021-07-28,en,7.513,8468
176241,Prison Break: The Final Break,False,"The movie covers the events which occurred in between the downfall of The Company and the finale of the TV series (SEASON 4). It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara, and reveals the ultimate fate of Gretchen Morgan.",56.15,2009-09-10,en,7.513,635
5708,Control,False,"The story of Joy Division’s lead singer Ian Curtis, from his schoolboy days in 1973 to his suicide on the eve of the band's first American tour in 1980.",14.088,2007-09-12,en,7.5,821
3767,Gilda,False,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",12.726,1946-04-25,en,7.513,563
132344,Before Midnight,False,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",19.808,2013-04-05,en,7.5,2340
127533,Rurouni Kenshin Part I: Origins,False,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",25.14,2012-08-25,ja,7.512,795
15917,Devdas,False,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",15.516,2002-07-11,hi,7.512,329
11113,My Fair Lady,False,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,22.651,1964-10-21,en,7.512,1278
5143,Hannah and Her Sisters,False,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",14.109,1986-02-07,en,7.512,1019
666243,The Witcher: Nightmare of the Wolf,False,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",21.344,2021-08-23,en,7.511,927
11356,The Odd Couple,False,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",17.923,1968-05-16,en,7.5,561
675353,Sonic the Hedgehog 2,False,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",163.106,2022-03-30,en,7.51,4884
487558,BlacKkKlansman,False,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",24.636,2018-08-09,en,7.51,7434
179144,The Great Beauty,False,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",21.904,2013-05-21,it,7.51,3042
13413,BURN·E,False,What lengths will a robot undergo to do his job? BURN·E is a dedicated hard working robot who finds himself locked out of his ship. BURN·E quickly learns that completing a simple task can often be a very difficult endeavor.,11.325,2008-11-17,en,7.51,719
517093,Balkan Line,False,"After the NATO bombing of Yugoslavia in 1999, the Yugoslav army pulls out of Kosovo region, leaving Serbian people at the mercy of the Albanian UCK. A small band of soldiers must take over the Slatina airport, and hold it until the Russian peacekeepers arrive.",24.933,2019-03-21,ru,7.5,505
503919,The Lighthouse,False,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,29.273,2019-10-18,en,7.5,4754
433471,Lou,False,A Pixar short about a lost-and-found box and the unseen monster within.,7.438,2017-06-16,en,7.509,383
364137,All Three of Us,False,"An Iranian family survives the shah and the ayatollah and moves to France. This story follows the family through it all. Despite the politics, revolution, prison, beatings, assassinations and suicides this is a comedy.",5.161,2015-11-04,fr,7.5,483
39107,Dragon Ball Z: Fusion Reborn,False,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",44.129,1995-03-04,ja,7.509,823
16633,Somewhere in Time,False,"Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, by self-hypnosis he manages to travel back in time—where he meets her.",19.742,1980-10-02,en,7.509,558
15097,Fear City: A Family-Style Comedy,False,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",10.811,1994-03-09,fr,7.509,1208
11970,Hercules,False,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",63.946,1997-06-13,en,7.508,7282
11528,The Sandlot,False,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",38.501,1993-04-07,en,7.508,1139
11327,Midnight Express,False,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",22.216,1978-08-31,en,7.5,1672
9516,Menace II Society,False,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,19.414,1993-05-26,en,7.508,756
786,Almost Famous,False,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",25.695,2000-09-15,en,7.5,2662
468284,The Insult,False,"After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",6.57,2017-09-14,fr,7.507,445
11202,Patton,False,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",19.45,1970-01-25,en,7.507,1071
470878,I Can Only Imagine,False,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up.",25.244,2018-02-14,en,7.505,460
4909,The Day of the Jackal,False,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",20.609,1973-05-16,en,7.5,534
552095,PAW Patrol: Mighty Pups,False,"When their latest scheme goes awry, Mayor Humdinger and his nephew Harold accidentally divert a meteor towards Adventure Bay. The meteor's golden energy grants the PAW Patrol superpowers. The heroic Mighty Pups are on a roll to super-save the day.",15.317,2018-10-04,en,7.5,571
508883,The Boy and the Heron,False,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",105.825,2023-07-14,ja,7.505,1619
16642,Days of Heaven,False,"In 1916, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer.",22.69,1978-09-13,en,7.504,1000
11906,Suspiria,False,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,30.148,1977-02-01,it,7.5,2861
3133,Badlands,False,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,15.116,1974-01-05,en,7.5,1160
550988,Free Guy,False,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",72.04,2021-08-11,en,7.503,8595
11506,The Silence,False,"Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester, her sister Anna and Anna's young son, Johan, check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation.",16.847,1963-09-23,sv,7.503,353
85350,Boyhood,False,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",16.299,2014-06-05,en,7.502,5091
18197,Running on Empty,False,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind. Their survival is threatened when their eldest son falls in love with a girl, and announces his wish to live his life on his own terms.",13.289,1988-09-09,en,7.5,303
10377,My Cousin Vinny,False,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",39.127,1992-03-13,en,7.5,1545
1600,The Double Life of Véronique,False,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",17.387,1991-05-15,fr,7.5,761
615,The Passion of the Christ,False,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,76.514,2004-02-25,en,7.502,4520
332562,A Star Is Born,False,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",26.727,2018-10-03,en,7.501,11533
74879,Once Upon a Time in Anatolia,False,"A group of men lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's location. As the group continues looking, its members can't help but chat among themselves about both trivia and their deepest concerns.",13.236,2011-09-23,tr,7.501,458
79,Hero,False,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",19.841,2002-07-22,zh,7.5,2210
921655,Rescued by Ruby,False,"Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",10.597,2022-03-17,en,7.5,304
660120,The Worst Person in the World,False,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",22.915,2021-10-13,no,7.502,1308
626872,Emergency Declaration,False,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",15.702,2022-08-03,ko,7.5,340
2034,Training Day,False,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",31.206,2001-10-05,en,7.5,5789
551332,The Two Popes,False,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",11.573,2019-11-27,en,7.499,2796
40823,The Man Who Copied,False,"André, 19, lives in Porto Alegre, Brazil, and works as a photocopier operator. He likes to see his neighbor Sílvia with a pair of binoculars. She works selling clothes. Becoming attracted to her, he tries to get nearer, and goes to her shop to buy something, but finds out that he can't afford it. So he puts the photocopier to other uses, and begins to envisage fishy schemes to earn some money.",8.272,2003-06-13,pt,7.499,338
37903,The White Ribbon,False,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,11.137,2009-09-24,de,7.499,989
7735,The Wave,False,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,25.266,2008-03-13,de,7.499,3271
1859,Ninotchka,False,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,10.766,1939-11-23,en,7.5,375
12169,The First Day of the Rest of Your Life,False,A sprawling drama centered on five key days in a family's life.,10.398,2008-07-23,fr,7.495,462
648,Beauty and the Beast,False,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",23.066,1946-10-29,fr,7.5,580
475,Bonnie and Clyde,False,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",19.517,1967-08-14,en,7.5,1582
69,Walk the Line,False,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",16.839,2005-09-13,en,7.498,2813
1076364,Carl's Date,False,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",75.666,2023-06-15,en,7.497,397
25934,"To Sir, with Love",False,"A British Guianese engineer starts a job as a high school teacher in London’s East End, where his uninterested and delinquent pupils are in desperate need of attention and care.",13.542,1967-06-14,en,7.497,304
586940,I Lost My Body,False,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",11.313,2019-11-06,fr,7.495,1229
983,The Man Who Would Be King,False,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",11.215,1975-12-03,en,7.495,622
994108,All of Us Strangers,False,"One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life.",44.155,2023-12-22,en,7.491,620
544510,"Cyrano, My Love",False,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",10.899,2018-11-10,fr,7.494,490
520763,A Quiet Place Part II,False,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",72.369,2021-05-21,en,7.494,6396
500664,Upgrade,False,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",28.555,2018-05-31,en,7.494,4272
330459,Rogue One: A Star Wars Story,False,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,34.586,2016-12-14,en,7.494,15083
176983,One Piece Film: Z,False,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",26.489,2012-12-15,ja,7.494,505
13353,"It's the Great Pumpkin, Charlie Brown",False,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",22.485,1966-10-27,en,7.494,385
7549,Fearless,False,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",16.323,2006-01-26,zh,7.494,1250
7500,Sonatine,False,"Murakawa, an aging Tokyo yakuza tiring of gangster life, is sent by his boss to Okinawa along with a few of his henchmen to help end a gang war, supposedly as mediators between two warring clans. He finds that the dispute between the clans is insignificant and whilst wondering why he was sent to Okinawa at all, his group is attacked in an ambush. The survivors flee and make a decision to lay low at the beach while they await further instructions.",12.07,1993-04-10,ja,7.494,618
3529,The Thin Man,False,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,11.299,1934-05-25,en,7.494,446
923,Dawn of the Dead,False,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",31.79,1978-09-02,en,7.494,2032
301528,Toy Story 4,False,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",64.448,2019-06-19,en,7.493,9655
13377,How the Grinch Stole Christmas!,False,"Bitter and hateful, the Grinch is irritated at the thought of a nearby village having a happy time celebrating Christmas. Disguised as Santa Claus, with his dog made to look like a reindeer, he decides to raid the village to steal all the Christmas things.",19.83,1966-12-18,en,7.5,979
8342,No Man's Land,False,"Two soldiers from opposite sites get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",12.634,2001-05-12,bs,7.5,428
1368,First Blood,False,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",56.772,1982-10-22,en,7.493,6150
389015,"I, Tonya",False,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",20.645,2017-12-08,en,7.492,5725
383498,Deadpool 2,False,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,115.592,2018-05-10,en,7.492,17689
284293,Still Alice,False,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",21.67,2014-12-05,en,7.492,3025
